aperture
-7 0 0 1.00000e-04
-8 0 0 1.00000e-04
-9 0 0 1.09545e-07
-10 0 0 1.09545e-07
-11 0 0 1.00000e-04
-12 0 0 1.00000e-04
-13 0 0 1.00000e-04
-14 0 0 1.00000e-04
-15 0 0 1.00000e-04
-16 0 0 1.00000e-04
-17 0 0 1.00000e-04
-18 0 0 1.00000e-04
-19 0 0 1.00000e-04
-20 0 0 1.00000e-04
-21 0 0 1.00000e-04
-22 0 0 1.00000e-04
-23 0 0 1.00000e-04
-24 0 0 1.00000e-04
-25 0 0 1.00000e-04
-26 0 0 1.00000e-04
-27 0 0 1.00000e-04
-28 0 0 1.00000e-04
-29 0 0 1.00000e-04
-30 0 0 1.00000e-04
-31 0 0 1.00000e-04
-32 0 0 1.00000e-04
-33 0 0 1.00000e-04
-34 0 0 1.00000e-04
-35 0 0 1.00000e-04
-36 0 0 1.00000e-04
-37 0 0 1.00000e-04
-38 0 0 1.00000e-04
-39 0 0 1.00000e-04
-40 0 0 1.00000e-04
-41 0 0 1.00000e-04
-42 0 0 1.00000e-04
-43 0 0 1.00000e-04
-44 0 0 1.00000e-04
-45 0 0 1.00000e-04
-46 0 0 1.00000e-04
-47 0 0 1.00000e-04
-48 0 0 1.00000e-04
-49 0 0 1.00000e-04
-50 0 0 1.00000e-04
-51 0 0 1.00000e-04
-52 0 0 1.00000e-04
-53 0 0 1.00000e-04
-54 0 0 1.00000e-04
-55 0 0 1.00000e-04
-56 0 0 1.00000e-04
-57 0 0 1.00000e-04
-58 0 0 1.00000e-04
-59 0 0 1.00000e-04
-60 0 0 1.00000e-04
